M|32|!!PREP-METRO LA 70|-1|Calle 70 con Cr. 3 ||CALI|||169|76|METRO|1|Calle 70 con Cr. 3 |1|S|||||HIP||S|2006-10-15||4800|1
M|33|!!PREP-METRO CARTAGO|-1|Calle 9 No. 12 - 127 ||CARTAGO|||169|76|METRO|147|Calle 9 No. 12 - 127 |1|S|||||HIP||S|2006-10-26||3300|1
M|34|!!PREP-METRO FLORIDABLANCA|-1|Av  Floridablanca con calle 25 ||FLORIDABLANCA|||169|68|METRO|276|Av  Floridablanca con calle 25 |1|S|||||HIP||S|2008-10-14||6322|1
M|35|!!PREP-METRO BUGA|-1|Calle 4 con carrera 23  (avenida el milagroso )||BUGA|||169|76|METRO|111|Calle 4 con carrera 23  (avenida el milagroso )|1|S|||||HIP||S|2006-10-26||3878|1
M|36|!!PREP-JUMBO POPAYAN|-1|Av. Panamericana con Cra. 15 ||POPAYAN|||169|19|JUMBO|1|Av. Panamericana con Cra. 15 |1|S|||||HIP||S|2007-09-01||4626|1
M|37|!!PREP-METRO LLANOCENTRO|-1|POR DEFINIR ||VILLAVICENCIO|||169|50|METRO|1|POR DEFINIR |1|S|||||HIP||S|2007-12-19||6005|1
M|38|!!PREP-METRO NEIVA|-1|Carrera 5 Nº 23  53 ||NEIVA|||169|41|METRO|1|Carrera 5 Nº 23  53 |1|S|||||HIP||S|2008-06-28||4000|1
M|39|!!PREP-METRO GIRON|-1|Bulevar de las Celbas # 23 11 ||GIRON|||169|68|METRO|307|Bulevar de las Celbas # 23 11 |1|S|||||HIP||S|2008-11-12||2800|1
M|40|!!PREP-METRO RIOHACHA|-1|Calle 15 Nº 8  56 ||RIOHACHA|||169|44|METRO|1|Calle 15 Nº 8  56 |1|S|||||HIP||S|2008-08-23||4103|1
M|41|!!PREP-JUMBO AVENIDA DEL RIO|-1|Av. del Rio 7-02 ||PEREIRA|||169|66|JUMBO|1|Av. del Rio 7-02 |1|S|||||HIP||S|2003-12-05||8200|1
M|42|!!PREP-METRO IBAGUE|-1|CARREFOUR IBAGUE ||IBAGUE|||169|73|METRO|1|CARREFOUR IBAGUE |1|S|||||HIP||S|2004-07-25||6000|1
M|43|!!PREP-JUMBO ALTOS DEL PRADO|-1|Cra 56 No 75-155 ||BARRANQUILLA|||169|8|JUMBO|1|Cra 56 No 75-155 |1|S|||||HIP||S|2005-01-08||7265|1
M|44|!!PREP-JUMBO CHIA|-1|Avenida Pradilla -  Calle 19 ||CHIA|||169|25|JUMBO|175|Avenida Pradilla -  Calle 19 |1|S|||||HIP||S|2004-12-08||4650|1
M|45|!!PREP-JUMBO SANTA MARTA|-1|Cra 14 #29 - 116 ||SANTA MARTA|||169|47|JUMBO|1|Cra 14 #29 - 116 |1|S|||||HIP||S|2005-09-10||5423|1
M|46|!!PREP-METRO ITAGUI|-1|Calle 50 Nº 52  21 ||ITAGUI|||169|5|METRO|360|Calle 50 Nº 52  21 |1|S|||||HIP||S|2005-10-31||6000|1
M|47|!!PREP-JUMBO GIRARDOT|-1|Calle 28 A # 12 - 30 ||GIRARDOT|||169|25|JUMBO|307|Calle 28 A # 12 - 30 |1|S|||||HIP||S|2005-11-30||6000|1
M|48|!!PREP-METRO SOACHA|-1|SOACHA CENCOSUD COLOMBIA S.A.||SOACHA|||169|25|METRO|754|SOACHA CENCOSUD COLOMBIA S.A.|1|S|||||HIP||S|2006-05-04||4794|1
M|49|!!PREP-METRO LA 30|-1|Calle 30 No.18-78 Barrio las nieves ||BARRANQUILLA|||169|8|METRO|1|Calle 30 No.18-78 Barrio las nieves |1|S|||||HIP||S|2006-12-16||4186|1
M|50|!!PREP-CORDIALIDAD|-1|Av. La Cordialidad Cra 6A ||BARRANQUILLA|||169|8|METRO|1|Av. La Cordialidad Cra 6A |1|S|||||HIP||N|2007-05-10|2014-12-31|2900|1
M|51|!!PREP-PLATAFORMA IMPORTADOS|-1|V.Siberia K1 E.Intexona V.Platanito Predio San Jose de Monteverde||BOGOTA|||169|11|PLATAFORMA|1|V.Siberia K1 E.Intexona V.Platanito Predio San Jose de Monteverde|1|N|||||PLA||S|2006-01-01||1|1
M|52|!!PREP-PLATAFORMA CARNES|-1|La Dorada (Caldas) ||LA DORADA|||169|17|PLATAFORMA|380|La Dorada (Caldas) |1|N|||||PLA||S|2001-05-05||0|1
M|53|!!PREP-PLATAFORMA - ALMAGRAN-BOGOTA|-1|Bogota ||BOGOTA|||169|11|PLATAFORMA|1|Bogota |1|N|||||PLA||S|2003-01-01||0|1
M|54|!!PREP-PLATAFORMA DOMICILIOS/ELECTR|-1|Calle 35A # 16-80 Bodega 9 Parque Industrial Cortijo, Via Cali.Yumbo||CALI|||169|76|PLATAFORMA|1|Calle 35A # 16-80 Bodega 9 Parque Industrial Cortijo, Via Cali.Yumbo|1|N|||||PLA||S|2006-04-05||0|1
M|55|!!PREP-PLATAFORMA PANADERIA|-1|Calle 170 No. 64-45 CENCOSUD COLOMBIA S.A.||BOGOTA|||169|11|PLATAFORMA|1|Calle 170 No. 64-45 CENCOSUD COLOMBIA S.A.|1|N|||||PLA||S|2006-08-23||0|1
M|56|!!PREP-PLATAFORMA PANADERIA|-1|POR DEFINIR ||MEDELLIN|||169|5|PLATAFORMA|1|POR DEFINIR |1|N|||||PLA||S|2007-11-17||0|1
M|57|!!PREP-PLATAFORMA CARNES|-1|LA DORADA - CALDAS ||LA DORADA|||169|17|PLATAFORMA|380|LA DORADA - CALDAS |1|N|||||PLA||S|2007-01-21||0|1
M|58|!!PREP-PLATAFORMA PANADERIA|-1|POR DEFINIR CENCOSUD COLOMBIA S.A.||CALI|||169|76|PLATAFORMA|1|POR DEFINIR CENCOSUD COLOMBIA S.A.|1|N|||||PLA||S|2007-02-04||0|1
M|60|!!PREP-PLATAFORMA CROSS DOCKING BOG|-1|V.Siberia K1 E.Intexona V.Platanito Predio San Jose de Monteverde||BOGOTA|||169|11|PLATAFORMA|1|V.Siberia K1 E.Intexona V.Platanito Predio San Jose de Monteverde|1|N|||||PLA||S|2007-09-05||0|1
M|62|!!PREP-PLATAFORMA IMPORTADOS|-1|Avenida 32 # 49A-65 ||BELLO|||169|5|PLATAFORMA|88|Avenida 32 # 49A-65 |1|N|||||PLA||S|2002-07-09||0|1
M|63|!!PREP-PLATAFORMA DOMICILIOS/ELECTR|-1|Av.Calle 81 # 68-50-Jumbo Calle 80 ||BOGOTA|||169|11|PLATAFORMA|1|Av.Calle 81 # 68-50-Jumbo Calle 80 |1|N|||||PLA||S|2003-08-28||0|1
M|64|!!PREP-PLAT IMPORTADOS FRIOS|-1|Cra 116 No. 22H - 31 ||BOGOTA|||169|11|PLATAFORMA|1|Cra 116 No. 22H - 31 |1|N|||||PLA||S|2003-08-22||0|1
M|65|!!PREP-PLATAFORMA FRUVER|-1|V.Siberia K1 E.Intexona V.Platanito Predio San Jose de Monteverde||BOGOTA|||169|11|PLATAFORMA|1|V.Siberia K1 E.Intexona V.Platanito Predio San Jose de Monteverde|1|N|||||PLA||S|2003-11-05||0|1
M|66|!!PREP-PLAT CARNES BOGOTA COLFRIGOS|-1|Cra 116 No. 22H - 31 ||BOGOTA|||169|11|PLATAFORMA|1|Cra 116 No. 22H - 31 |1|N|||||PLA||S|2003-01-01||0|1
M|67|!!PREP-PLATAFORMA DOMICILIOS/ELECTR|-1|Avenida 32 # 49A-65 Niquia Bello Antioquia||MEDELLIN|||169|5|PLATAFORMA|1|Avenida 32 # 49A-65 Niquia Bello Antioquia|1|N|||||PLA||S|2004-10-01||756|1
M|68|!!PREP-PLATAFORMA PANADERIA|-1|Av. Calle 81 No. 68-50 CENCOSUD COLOMBIA S.A.||BOGOTA|||169|11|PLATAFORMA|1|Av. Calle 81 No. 68-50 CENCOSUD COLOMBIA S.A.|1|N|||||PLA||S|2004-12-06||0|1
M|69|!!PREP-PLATAFORMA CARNES|-1|BUCARAMANGA - UNIKER CENCOSUD COLOMBIA S.A.||BUCARAMANGA|||169|68|PLATAFORMA|1|BUCARAMANGA - UNIKER CENCOSUD COLOMBIA S.A.|1|N|||||PLA||S|2006-03-15||0|1
M|70|!!PREP-JUMBO SUBA|-1|Avenida Ciudad de Cali con Calle 146A||BOGOTA|||169|11|JUMBO|1|Avenida Ciudad de Cali con Calle 146A|1|S|||||HIP||S|2004-12-04||6096|1
M|71|!!PREP-METRO TINTALITO|-1|Calle 42 A sur # 86-15 ||BOGOTA|||169|11|METRO|1|Calle 42 A sur # 86-15 |1|S|||||HIP||S|2005-09-15||4200|1
M|72|!!PREP-JUMBO SANTA FE|-1|GRANDES SUPERFICIES DE COLOMBIA S.A ||BOGOTA|||169|11|JUMBO|1|GRANDES SUPERFICIES DE COLOMBIA S.A |1|S|||||HIP||S|2006-05-15||7000|1
M|73|!!PREP-METRO MOSQUERA|-1|Vereda Serrezuelita, Predio Serrez uela, Sobre la via Mosquera-Cota.||MOSQUERA|||169|25|METRO|473|Vereda Serrezuelita, Predio Serrez uela, Sobre la via Mosquera-Cota.|1|S|||||HIP||S|2006-07-15||6000|1
M|74|!!PREP-METRO FACATATIVA|-1|Cll 8 Entre Cra 11 y 12-Facatativa ||FACATATIVA|||169|25|METRO|269|Cll 8 Entre Cra 11 y 12-Facatativa |1|S|||||HIP||S|2006-07-29||6000|1
M|75|!!PREP-METRO SIMON BOLIVAR|-1|AV, SIMON BOLIVAR DIAG 65 Y 66 ||CALI|||169|76|METRO|1|AV, SIMON BOLIVAR DIAG 65 Y 66 |1|S|||||HIP||S|2010-03-10||3800|1
M|76|!!PREP-JUMBO TUNJA|-1|Av. Universitaria con Calle 41 ||TUNJA|||169|15|JUMBO|1|Av. Universitaria con Calle 41 |1|S|||||HIP||S|2006-10-21||3933|1
M|77|!!PREP-METRO ZIPAQUIRA|-1|Calle 8 No. 21 - 154 ||ZIPAQUIRA|||169|25|METRO|899|Calle 8 No. 21 - 154 |1|S|||||HIP||S|2007-03-15||3196|1
M|78|!!PREP-METRO  FONTIBON|-1|Calle 22 con Cra 112 Barrio Flandes - Fontibon||BOGOTA|||169|11|METRO|1|Calle 22 con Cra 112 Barrio Flandes - Fontibon|1|S|||||HIP||S|2007-05-17||4068|1
M|79|!!PREP-METRO SAN CAYETANO|-1|Calle 46A No. 85A-51 ||BOGOTA|||169|11|METRO|1|Calle 46A No. 85A-51 |1|S|||||HIP||S|2007-08-28||3992|1
M|80|!!PREP-METRO LIBERTADORES|-1|Av Los Libertadores con Av Canal de Bogota||CUCUTA|||169|54|METRO|1|Av Los Libertadores con Av Canal de Bogota|1|S|||||HIP||S|2006-11-01||5883|1
M|81|!!PREP-METRO VENTURA|-1|Calle 10 No 0E-94 ||CUCUTA|||169|54|METRO|1|Calle 10 No 0E-94 |1|S|||||HIP||S|2007-03-25||4273|1
M|82|!!PREP-METRO ATALAYAS|-1|Calle 8 Norte # 25-26 Barrio Claret (Antigua Bodega IDEMA)||CUCUTA|||169|54|METRO|1|Calle 8 Norte # 25-26 Barrio Claret (Antigua Bodega IDEMA)|1|S|||||HIP||S|2007-10-31||4156|1
M|83|!!PREP-JUMBO CARIBE PLAZA|-1|POR DEFINIR ||CARTAGENA|||169|13|JUMBO|1|POR DEFINIR |1|S|||||HIP||S|2007-12-13||5060|1
M|84|!!PREP-JUMBO MEGA MALL|-1|Carrera 33A Nº 29  15 ||BUCARAMANGA|||169|68|JUMBO|1|Carrera 33A Nº 29  15 |1|S|||||HIP||S|2007-11-29||5882|1
M|85|!!PREP-METRO MONTERIA|-1|POR DEFINIR ||MONTERIA|||169|23|METRO|1|POR DEFINIR |1|S|||||HIP||S|2007-12-09||4385|1
M|86|!!PREP-JUMBO AMERICANO|-1|POR DEFNIR ||BARRANQUILLA|||169|8|JUMBO|1|POR DEFNIR |1|S|||||HIP||S|2007-12-03||5500|1
M|87|!!PREP-JUMBO GUATAPURI|-1|Diag. 10 Nº 6N  15 ||VALLEDUPAR|||169|20|JUMBO|1|Diag. 10 Nº 6N  15 |1|S|||||HIP||S|2008-08-19||5726|1
M|88|!!PREP-JUMBO BUENAVISTA|-1|CALLE 99 CON CALLE 53 ||BARRANQUILLA|||169|8|JUMBO|1|CALLE 99 CON CALLE 53 |1|S|||||HIP||S|2008-11-25||7000|1
M|90|!!PREP-PLATAFORMA PANADERIA|-1|POR DEFINIR ||BARRANQUILLA|||169|8|PLATAFORMA|1|POR DEFINIR |1|N|||||PLA||S|2007-12-02||0|1
M|92|!!PREP-PLATAFORMA ELECTRO CUCUTA|-1|Cr 17 60-170 B 2 V/Palenque-Chimita ||CUCUTA|||169|54|PLATAFORMA|1|Cr 17 60-170 B 2 V/Palenque-Chimita |1|N|||||PLA||S|2007-11-17||0|1
M|93|!!PREP-PLATAFORMA CROSS DOCKING MED|-1|Avenida 32 #49A-65 Niquia Bello Antioquia||MEDELLIN|||169|5|PLATAFORMA|1|Avenida 32 #49A-65 Niquia Bello Antioquia|1|N|||||PLA||S|2008-03-23||2000|1
M|95|!!PREP-PLATAFORMA CROSS DOCKING CAL|-1|Calle 35A # 16-80 Bodega 9 Parque Industrial Cortijo, Via Cali.Yumbo||CALI|||169|76|PLATAFORMA|1|Calle 35A # 16-80 Bodega 9 Parque Industrial Cortijo, Via Cali.Yumbo|1|N|||||PLA||S|2007-11-14||1|1
M|97|!!PREP-METRO SOGAMOSO|-1|Carrera 8 Nº 11  43 ||SOGAMOSO|||169|15|METRO|759|Carrera 8 Nº 11  43 |1|S|||||HIP||S|2008-10-24||3500|1
M|98|!!PREP-EDS AV DEL RIO|-1|Cra 50 No 23 - 223 ||MEDELLIN|||169|5|JUMBO|1|Cra 50 No 23 - 223 |1|S|||||EDS||S|2008-09-15||0|1
M|101|!!PREP-EDS TINTALITO|-1|Av Ciudad de Cali No 40b - 69 sur ||BOGOTA|||169|11|METRO|1|Av Ciudad de Cali No 40b - 69 sur |1|S|||||EDS||S|2008-12-21||0|1
M|102|!!PREP-EDS YUMBO CRA 33|-1|Cra 33 No 10 - 29 Arroyohondo ||YUMBO|||169|76|METRO|892|Cra 33 No 10 - 29 Arroyohondo |1|S|||||EDS||S|2009-01-24||0|1
M|103|!!PREP-JUMBO CABECERA|-1|CALLE 41 31-120 ||BUCARAMANGA|||169|68|JUMBO|1|CALLE 41 31-120 |1|S|||||HIP||S|2009-06-11||0|1
M|104|!!PREP-METRO MERCACENTRO|-1|CRA 16 37-68 ||BUCARAMANGA|||169|68|METRO|1|CRA 16 37-68 |1|S|||||HIP||S|2009-06-08||0|1
M|105|!!PREP-METRO MERCA REAL|-1|CALLE 34 15-80 ||BUCARAMANGA|||169|68|METRO|1|CALLE 34 15-80 |1|S|||||HIP||S|2009-06-04||0|1
M|106|!!PREP-CADEFAM COLSEGUROS|-1|CALLE 36 15-28 ||BUCARAMANGA|||169|68|METRO|1|CALLE 36 15-28 |1|S|||||DRG||N|2009-06-04||0|1
M|107|!!PREP-CADEFAM SAN FRANCISCO|-1|CRA 22 13-09 ||BUCARAMANGA|||169|68|METRO|1|CRA 22 13-09 |1|S|||||DRG||N|2009-06-04|2015-12-31|0|1
M|108|!!PREP-JUMBO CANAVERALL|-1|CALLE 31 26-100 ||FLORIDABLANCA|||169|68|JUMBO|276|CALLE 31 26-100 |1|S|||||HIP||S|2009-06-09||0|1
M|109|!!PREP-PLATAFORMA CARNES|-1|SIN DIRECCION ||BUCARAMANGA|||169|68|PLATAFORMA|1|SIN DIRECCION |1|N|||||PLA||S|2009-08-01||0|1
M|110|!!PREP-PLATAFORMA PANADERIA MERCADE|-1|SIN DIRECCION ||BUCARAMANGA|||169|68|PLATAFORMA|1|SIN DIRECCION |1|N|||||PLA||S|2009-08-01||0|1
M|111|!!PREP-BODEGA PRINCIPAL-XD|-1|CRA 48 No. 19 Sur - 29  Envigado ||MEDELLIN|||169|5|PLATAFORMA|1|CRA 48 No. 19 Sur - 29  Envigado |1|N|||||PLA||S|2009-06-11||0|1
M|112|!!PREP-PLATAFORMA FRUVER|-1|Cr 17 60-170 B 2 V/Palenque-Chimita ||BUCARAMANGA|||169|68|PLATAFORMA|1|Cr 17 60-170 B 2 V/Palenque-Chimita |1|N|||||PLA||S|2009-08-01||0|1
M|117|!!PREP-CADEFAM CABECERA|-1|CRA 35 51-25 ||BUCARAMANGA|||169|68|METRO|1|CRA 35 51-25 |1|S|||||DRG||N|2009-06-04||0|1
M|121|!!PREP-EDS TREBOL CL 76|-1|Calle 57sur No 76A - 77 ||BOGOTA|||169|11|METRO|1|Calle 57sur No 76A - 77 |1|S|||||EDS||S|2009-02-09||0|1
M|122|!!PREP-PLATAFORMA CROSS DOCKING BAR|-1|Av Circunvalar # 6-361 Bodega 6 y 7 CENCOSUD COLOMBIA S.A.||BARRANQUILLA|||169|8|PLATAFORMA|1|Av Circunvalar # 6-361 Bodega 6 y 7 CENCOSUD COLOMBIA S.A.|1|N|||||PLA||S|2009-03-15||0|1
M|123|!!PREP-EDS IVESUR CIRCUN|-1|Calle 58 con Cra. 28 ||BARRANQUILLA|||169|8|JUMBO|1|Calle 58 con Cra. 28 |1|S|||||EDS||S|2009-04-20||0|1
M|124|!!PREP-METRO ALQUERIA|-1|AV. 68 No. 38-87 SUR ||BOGOTA|||169|11|METRO|1|AV. 68 No. 38-87 SUR |1|S|||||HIP||S|2009-08-14||3990|1
M|125|!!PREP-EDS TERCERA CL 34|-1|Av 3ª con Calle 34 Esquina ||CALI|||169|76|JUMBO|1|Av 3ª con Calle 34 Esquina |1|S|||||EDS||S|2009-04-17||0|1
M|126|!!PREP-JUMBO SAN SILVESTRE|-1|Diagonal 56 con Cra 19 Ccial San Si ||BARRANCABERMEJA|||169|68|JUMBO|81|Diagonal 56 con Cra 19 Ccial San Si |1|S|||||HIP||S|2009-12-05||3634|1
M|127|!!PREP-PLATAFORMA CROSS DOCKING BUC|-1|Cr 17 60-170 B 2 V/Palenque-Chimita ||BUCARAMANGA|||169|68|PLATAFORMA|1|Cr 17 60-170 B 2 V/Palenque-Chimita |1|N|||||PLA||S|2010-03-01||0|1
M|128|!!PREP-METRO PASTO|-1|Av. Panamericana entre Calles 11 y ||PASTO|||169|52|METRO|1|Av. Panamericana entre Calles 11 y |1|S|||||HIP||S|2009-10-31||4200|1
M|130|!!PREP-PLATAFORMA DOMICILIOS/ELECTR|-1|Cr 17 60-170 B 2 V/Palenque-Chimita ||GIRON|||169|68|PLATAFORMA|307|Cr 17 60-170 B 2 V/Palenque-Chimita |1|N|||||PLA||S|2010-06-03||800|1
M|132|!!PREP-EDS LA 24 CL 5B|-1|Calle 5 B No.  22 - 58 ||BOGOTA|||169|11|METRO|1|Calle 5 B No.  22 - 58 |1|S|||||EDS||S|2009-04-28||0|1
M|133|!!PREP-EDS SAN GABRIEL AERO|-1|Av. 30 de Agosto No. 68 - 115 ||PEREIRA|||169|66|JUMBO|1|Av. 30 de Agosto No. 68 - 115 |1|S|||||EDS||S|2009-04-27||0|1
M|134|!!PREP-EDS SIMON BOLIVAR CL 25|-1|Calle 25 Diagonal G 65 - 35 ||CALI|||169|76|METRO|1|Calle 25 Diagonal G 65 - 35 |1|S|||||EDS||S|2009-04-17||0|1
M|135|!!PREP-EDS LAS VEGAS AUTONORTE|-1|Calle 25 S No 48 - 210 ||MEDELLIN|||169|5|JUMBO|1|Calle 25 S No 48 - 210 |1|S|||||EDS||S|2009-04-24||0|1
M|136|!!PREP-EDS BAHIA CL 46|-1|Calle 46 No. 45 - 56 ||BELLO|||169|5|METRO|88|Calle 46 No. 45 - 56 |1|S|||||EDS||S|2009-05-30||0|1
M|137|!!PREP-LA 30|-1|Calle 30 No. 26 - 169 ||SOLEDAD|||169|8|METRO|758|Calle 30 No. 26 - 169 |1|S|||||EDS||N|2009-09-12|2014-12-31|0|1
M|139|!!PREP-EDS ALAMOS|-1|Calle 72 No. 91 A - 45 ||BOGOTA|||169|11|METRO|1|Calle 72 No. 91 A - 45 |1|S|||||EDS||S|2010-03-18||0|1
M|140|!!PREP-GIRON|-1|Bulevar De Las Ceibas No. 23 - 11 ||GIRON|||169|68|METRO|307|Bulevar De Las Ceibas No. 23 - 11 |1|S|||||DRG||N|2008-11-15|2014-12-31|0|1
M|141|!!PREP-FLORIDABLANCA|-1|Crf floridablanca 2do pido local 17 ||FLORIDABLANCA|||169|68|METRO|276|Crf floridablanca 2do pido local 17 |1|S|||||DRG||N|2008-10-11|2014-12-31|0|1
M|142|!!PREP-MEGAMALL|-1|CRA 33A  # 29  15 ||BUCARAMANGA|||169|68|JUMBO|1|CRA 33A  # 29  15 |1|S|||||DRG||N|2009-09-30|2014-12-31|20|1
M|143|!!PREP-METRO IBAGUE CALLE 19|-1|Calle 19 # 3-52 ||IBAGUE|||169|73|METRO|1|Calle 19 # 3-52 |1|S|||||HIP||S|2009-10-14||3900|1
M|145|!!PREP-EDS AVD CIUDAD CALI|-1|Av. Carrera 86 No. 15 A - 80 ||BOGOTA|||169|11|METRO|1|Av. Carrera 86 No. 15 A - 80 |1|S|||||EDS||S|2009-06-17||0|1
M|146|!!PREP-EDS SEVILLANA|-1|Av Calle 45A Sur No. 59A - 35 ||BOGOTA|||169|11|METRO|1|Av Calle 45A Sur No. 59A - 35 |1|S|||||EDS||S|2009-06-17||0|1
M|147|!!PREP-EDS VERAGUAS|-1|Av. Calle 3ª No. 34 A - 82 ||BOGOTA|||169|11|METRO|1|Av. Calle 3ª No. 34 A - 82 |1|S|||||EDS||S|2009-10-21||0|1
M|148|!!PREP-JUMBO SANTAFE|-1|CENTRO COMERCIAL SANTAFE ||MEDELLIN|||169|5|JUMBO|1|CENTRO COMERCIAL SANTAFE |1|S|||||HIP||S|2010-05-07||3841|1
